country,province,description,points,production_cost,price,taster_name,winery
Italy,Tuscany,"This blend of Sangiovese and Merlot is almost too black, too concentrated and too extracted. Aromas are of blackberry pie and chewy tannins leave a gritty impression in the mouth.",85,3.6,18,,Tenuta Vitanza
Spain,Northern Spain,"Oily and pungent, as if the cat were not let out of the house. But airing reveals a wide spectrum of green, yellow and orange fruits and vegetables. There's passion fruit, green pastures and some citrus in this varietally typical Rueda SB.",85,3.8,19,Michael Schachner,Vinos Sanz
US,California,"This is Syrah. It has a classic Napa structure, with finely meshed tannins and soft acids, and has been treated with sweet, smoky oak. Needs to be drier, for the blackberry, currant, cherry and chocolate flavors finish with a sugary sweetness.",84,7,25,,American Roots
Germany,Nahe,"Shows a weaker side of the 2006 vintage, with an overly broad mouthfeel and a certain lack of precision, but still boasts ripe apple and melon flavors.",84,5.9,20,Joe Czerwinski,Paul Anheuser
Argentina,Mendoza Province,"Oily citrus and barrel-based smoke aromas set up a palate that's deep and powerful. Flavors of spiced apple, citrus and butterscotch are solid and don't fade over the course of a long, slightly pithy tasting finish.",88,6.86,26,Michael Schachner,Andeluna
Portugal,Douro,"Portal's vineyards high above the Douro Valley produce wines that are fresh and poised. This is structured while also fruity wine is firm with tannins and ripe with blackberry fruits. It has acidity, spice from wood aging and a dry aftertaste. The wine can be drunk soon, from late 2016.",88,3,15,Roger Voss,Quinta do Portal
US,California,"Honeyed crème brûlée flavor is the highlight of this salty, moderately structured wine that's fairly priced and simple in its approach.",86,4.6,20,Virginie Boone,Raeburn
Chile,Cachapoal Valley,"Overripe stewy aromas of tomato, baked beans and raisin raise a red flag of caution. Following the nose, this Cabernet Sauvignon blend feels a bit flat and baked. Cooked, herbal berry and plum flavors finish chunky, with savory flavor notes of herbs and oak.",86,5.55,25,Michael Schachner,San Pedro
Spain,Central Spain,"This blocky Tempranillo smells dense and damp, with curry and earthy berry notes. Its chunky palate deals in heavy berry flavors that are low on elegance and high on tannin, and its finish is earthy and flat.",86,4.11,15,Michael Schachner,Yemanueva
Spain,Central Spain,"This is a solid Verdejo, with citrusy acidity and pulp to the palate. It shows modest melon and apple aromas and citrus and green herb flavors that finish with no major changes.",86,1.42,12,Michael Schachner,Bodegas Cristo de la Vega
France,Burgundy,"Firmly touched by wood, this is a rich and also structured wine. It has spice as much as fruit at this stage, the juicy acidity lurking behind the toasty exterior. The wine should balance out but will need time. Drink from 2020.",91,11.83,75,Roger Voss,Albert Bichot
Italy,Tuscany,"Made from a blend of Merlot, Cabernet Franc and Petit Verdot, this dense wine features aromas of black plum, bell pepper, cedar, mocha and toasted oak. The palate is driven by very evident oak, chocolate, vanilla and concentrated, almost sugary, blackberry. The sweetness is broken up by an astringent, drying note of wood tannins.",87,15.56,64,Kerin O’Keefe,Casa di Terra
US,California,"Juicy raspberry, strawberry, orange zest, vanilla and oatmeal cookie flavors abound in this succulent Pinot Noir. It has a nice, silky texture, and the alcohol is refreshingly moderate.",87,5.2,25,,Wine Spots
US,California,"Although simple, this Cab carries plenty of deliciousness. The California sun has ripened the fruit to perfection, with blackberries and black currants enriched with 100% new French oak. It will show its best through 2020.",87,5.55,36,,Adelaida
Bulgaria,Danube River Plains,"This Viognier from the Danube Plain has aromas of yellow peach, freshly sliced apricot and jasmine flowers. In the mouth it is balanced with flavors of apricot and peach. The finish is pleasantly acidic and slightly perfumed.",89,1.87,16,Jeff Jenssen,Chateau Burgozone
Italy,Veneto,Intense aromas of ripe apricot and exotic fruit lead to a creamy palate bursting with yellow stone fruit and candied lemon drop. A note of bitter almond lends depth to the finish.,89,0,,Kerin O’Keefe,Corte Mainente
France,Rhône Valley,"This shows a fine, silky texture from a vintage that resulted in some tough-textured wines. Raspberry and garrigue combine on the nose, while the palate adds hints of sun-baked earth on the long, softly dusty finish. Drink now–2023.",89,5,25,Joe Czerwinski,Famille Perrin
US,California,"Ripe, full-bodied and delicious, this wine is big and bold, pushing the envelope with late harvest flavors, seeming sweet on the palate and the finish. It tastes like blackberry jam and dark chocolate. It would make a fine after-dinner drink, too.",89,1.53,15,Jim Gordon,Renwood
US,California,"Winemaker Hank Beckmeyer goes where his vinous muses take him and this new wine of his is a perfect example of his “why not” attitude. It contains 56% Nebbiolo from the Sumu Kaw Vineyard as well as 30% Syrah from the same, 9% Mourvèdre, 2.5% Viognier and 2.5% Roussanne. It's jam-packed in a lilting way with fresh, bright strawberry and intense aromas of perfume and freshly picked herbs.",93,3.98,22,Virginie Boone,La Clarine Farm
Italy,Tuscany,"Pretty ensemble of bright fruit, spice and cured meat, with ample concentration. Plump and round in the mouth, with loads of aromatic intensity. The mouthfeel is tight and chiseled.",93,21.08,94,,Poggio Antico
US,California,"This wine is well sourced, its grapes coming from Brown Ranch, Toyon and Trefethen, among other sites. Aging takes place partially in barrels that have been soaked in water before toasting to lessen the impact, and in stainless steel. Light, crisp honeyed apple, pear and vanilla star alongside caramel and a floral flourish.",91,9.43,35,Virginie Boone,Duckhorn
US,New York,"Plump black cherry and plum flavors resonate through the core of this juicy, ripe Cabernet Franc. Its fruity forward style is approachable and appealing but there's a good dose of elegance as well. Brisk cranberry notes brighten the midpalate, leading a delicately tannic finish.",90,4.8,24,Anna Lee C. Iijima,Bellangelo
Greece,Drama,"Strawberry and cherry aromas lead in to this layered but brisk rosé from Drama. On the palate, spices, tropical fruit and a finish of salinity give the wine elegant character. A delicious and versatile pour with exotic notes.",90,5.46,19,Susan Kostrzewa,Domaine Costa Lazaridi
France,Southwest France,"This crisp blend of Braucol and Syrah comes from a gravel terrace. While it has fine acidity, the wine also has ripe red fruits, sweet plum flavors and an attractive sprinkling of spice. Drink this wine from 2017.",90,3.4,17,Roger Voss,Domaine Rotier
Australia,Australia Other,"Harkens back to the value days of the Diamond Label—but the style has been updated to reflect more freshness and focus. Pineapple and melon notes display cool, citrusy overtones, picking up just a hint of caramel on the finish. Drink now.",86,2.53,10,Joe Czerwinski,Rosemount
US,California,"Made from 100% Muscat di Canelli grapes, retaining 9.5% residual sugar, this is a perfumed dessert wine, reminiscent of Gewürztraminer in its lychee aromas. It remains balanced and light on the palate, not overly sweet.",88,5.73,25,Virginie Boone,Benessere
Italy,Southern Italy,"Aromas of scorched earth, underbrush, spicy plum, allspice and graphite lead the nose. On the palate, notes of cracked pepper and clove accent the mature blackberry, raspberry and fig flavors. It's balanced with well-integrated tannins and finishes on a note of bitter almond. Drink through 2016.",88,7.57,40,Kerin O’Keefe,Mocavero
Chile,Casablanca Valley,"Dry, lightly oaked and mild on the nose, this Pinot from a cold vintage offers modest but honest plum and raspberry scents in front of a crisp, juicy, fresh palate. Flavors of raspberry and red plum come with dusting of spice on a zesty, light-bodied finish.",87,4.71,20,Michael Schachner,Kingston Family
US,California,"Fred and Melody Burbank are producing a varied line of wines in the El Pomar district. This wine delivers aromas of ripe plum and nose-tickling spices that range from wet clove to marjoram to black tea. It is rich and ripe with purple fruit on the palate, but the initial pep dissipates quickly.",87,11.73,39,Matt Kettmann,Burbank Ranch
US,California,"Lightly sweet and rich in both flavor and body, this wine has generous ripe pear and peach notes accented with coconut and vanilla. A layered effect to the flavors and an especially creamy texture make it very tempting.",88,2.8,14,Jim Gordon,Apothic
Italy,Piedmont,"Aromas of underbrush, mature berry, new leather, blue flower and menthol emerge in the glass. On the firmly structured palate, an intense mineral vein of iron underscores dried black cherry, white pepper, dried sage and star anise. Austere fine-grained tannins provide the taut framework.",91,15.87,80,Kerin O’Keefe,Nervi
US,California,"From the producer's younger hillside blocks, this is comprised of 93% Cabernet Sauvignon with smaller percents of Malbec and Merlot. Blackberry and cherry are warmly wrapped in a blanket of chocolate and clove, while easy acidity provides softness and approachability to the texture and body weight, which are voluptuous.",91,11.58,48,Virginie Boone,Lancaster
Argentina,Mendoza Province,"This dark tannic Malbec with ripe black-fruit aromas hits the right notes on the nose. In the mouth, things are tight and rubbery in feel. Salty blackberry flavors are rustic but balanced by a note of sweet marzipan. On the finish, this is dry, drawing and fiercely tannic. Drink through 2023.",91,8,40,Michael Schachner,Bodega Cuarto Dominio
Spain,Northern Spain,"This fluorescent pink rosé is fairly full on the nose, with a grape skins character. Lively, balanced and lightly oily in feel, this delivers plum and citrus flavors prior to a finish that's pithy and tastes like ripe pink grapefruit.",88,2,10,Michael Schachner,Rio Madre
US,New York,"Lavish heaps of blackberries and cherries are accented by nuances of nuts, dried herb and black tea leaves in this composed red wine. Full bodied but balanced in acidity and fruit, it's substantial without overpowering. The finish lingers on velvety tannins.",88,4,20,Anna Lee C. Iijima,Suhru
Greece,Sithonia,"Butterscotch, honey and spice aromas lead this white from Porto Carras. The wine has a slightly heavy feel with vanilla and spice overtones leasing. Overall though, a pretty wine with a serious character.",88,7.45,25,Susan Kostrzewa,Porto Carras
